"orthology_group","gene_stable_id","protein_stable_id","species","orthology_designation"
"000002086","YJR158W","YJR158W","saccharomyces_cerevisiae","all life"
"000002086","YJR160C","YJR160C","saccharomyces_cerevisiae","all life"
"000002086","YLR081W","YLR081W","saccharomyces_cerevisiae","all life"
"000002086","YMR011W","YMR011W","saccharomyces_cerevisiae","all life"
"000002086","YNR072W","YNR072W","saccharomyces_cerevisiae","all life"
"000002086","YOL156W","YOL156W","saccharomyces_cerevisiae","all life"
"000002086","b0045","AAC73156","escherichia_coli","all life"
"000002086","b1543","AYC08214","escherichia_coli","all life"
"000002086","b1981","AAC75045","escherichia_coli","all life"
"000002086","b2587","AAC75640","escherichia_coli","all life"
"000002086","b2771","AAC75813","escherichia_coli","all life"
"000002086","b2841","AAC75880","escherichia_coli","all life"
"000002086","b2943","AAC75980","escherichia_coli","all life"
"000002086","b3523","AAC76548","escherichia_coli","all life"
"000002086","b4031","AAC77001","escherichia_coli","all life"
"000002086","b4111","AAC77072","escherichia_coli","all life"
"000002220","AT1G30560","AT1G30560.1","arabidopsis_thaliana","all life"
"000002220","AT2G13100","AT2G13100.4","arabidopsis_thaliana","all life"
"000002220","AT2G29650","AT2G29650.1","arabidopsis_thaliana","all life"
"000002220","AT2G38060","AT2G38060.2","arabidopsis_thaliana","all life"
"000002220","AT3G46980","AT3G46980.4","arabidopsis_thaliana","all life"
"000002220","AT3G47420","AT3G47420.2","arabidopsis_thaliana","all life"
"000002220","AT4G00370","AT4G00370.1","arabidopsis_thaliana","all life"
"000002220","AT4G17550","AT4G17550.1","arabidopsis_thaliana","all life"
"000002220","AT4G25220","AT4G25220.1","arabidopsis_thaliana","all life"
"000002220","AT5G20380","AT5G20380.2","arabidopsis_thaliana","all life"
"000002220","ENSDARG00000001127","ENSDARP00000011755","danio_rerio","all life"
"000002220","ENSDARG00000011049","ENSDARP00000024649","danio_rerio","all life"
"000002220","ENSDARG00000016480","ENSDARP00000095254","danio_rerio","all life"
"000002220","ENSDARG00000023394","ENSDARP00000038646","danio_rerio","all life"
"000002220","ENSDARG00000038106","ENSDARP00000055553","danio_rerio","all life"
"000002220","ENSDARG00000041150","ENSDARP00000090645","danio_rerio","all life"
"000002220","ENSDARG00000042954","ENSDARP00000034763","danio_rerio","all life"
"000002220","ENSDARG00000055190","ENSDARP00000113259","danio_rerio","all life"
"000002220","ENSDARG00000057728","ENSDARP00000074903","danio_rerio","all life"
"000002220","ENSDARG00000077180","ENSDARP00000097962","danio_rerio","all life"
"000002220","ENSDARG00000086103","ENSDARP00000105876","danio_rerio","all life"
"000002220","ENSDARG00000086739","ENSDARP00000058503","danio_rerio","all life"
"000002220","ENSDARG00000090106","ENSDARP00000090642","danio_rerio","all life"
"000002220","ENSDARG00000093531","ENSDARP00000119421","danio_rerio","all life"
"000002220","ENSDARG00000099322","ENSDARP00000141570","danio_rerio","all life"
"000002220","ENSG00000101194","ENSP00000359376","homo_sapiens","all life"
"000002220","ENSMUSG00000019935","ENSMUSP00000020102","mus_musculus","all life"
"000002220","ENSMUSG00000021335","ENSMUSP00000006785","mus_musculus","all life"
"000002220","ENSMUSG00000021336","ENSMUSP00000021769","mus_musculus","all life"
"000002220","ENSMUSG00000023393","ENSMUSP00000091771","mus_musculus","all life"
"000002220","ENSMUSG00000024036","ENSMUSP00000128223","mus_musculus","all life"
"000002220","ENSMUSG00000029924","ENSMUSP00000087709","mus_musculus","all life"
"000002220","ENSMUSG00000030500","ENSMUSP00000032710","mus_musculus","all life"
"000002220","ENSMUSG00000032114","ENSMUSP00000150843","mus_musculus","all life"
"000002220","ENSMUSG00000032122","ENSMUSP00000124569","mus_musculus","all life"
"000002220","ENSMUSG00000036083","ENSMUSP00000131308","mus_musculus","all life"
"000002220","ENSMUSG00000036110","ENSMUSP00000006786","mus_musculus","all life"
"000002220","ENSMUSG00000049624","ENSMUSP00000056182","mus_musculus","all life"
"000002220","ENSMUSG00000070570","ENSMUSP00000082489","mus_musculus","all life"
"000002220","FBgn0010497","FBpp0079876","drosophila_melanogaster","all life"
"000002220","FBgn0010651","FBpp0085816","drosophila_melanogaster","all life"
"000002220","FBgn0016684","FBpp0086593","drosophila_melanogaster","all life"
"000002220","FBgn0024315","FBpp0086261","drosophila_melanogaster","all life"
"000002220","FBgn0025684","FBpp0077146","drosophila_melanogaster","all life"
"000002220","FBgn0028513","FBpp0080090","drosophila_melanogaster","all life"
"000002220","FBgn0029727","FBpp0070683","drosophila_melanogaster","all life"
"000002220","FBgn0030452","FBpp0308735","drosophila_melanogaster","all life"
"000002220","FBgn0031307","FBpp0077623","drosophila_melanogaster","all life"
"000002220","FBgn0031424","FBpp0303629","drosophila_melanogaster","all life"
"000002220","FBgn0031645","FBpp0077083","drosophila_melanogaster","all life"
"000002220","FBgn0033048","FBpp0311720","drosophila_melanogaster","all life"
"000002220","FBgn0033234","FBpp0087925","drosophila_melanogaster","all life"
"000002220","FBgn0034392","FBpp0085818","drosophila_melanogaster","all life"
"000002220","FBgn0034394","FBpp0085814","drosophila_melanogaster","all life"
"000002220","FBgn0034490","FBpp0307618","drosophila_melanogaster","all life"
"000002220","FBgn0034611","FBpp0071516","drosophila_melanogaster","all life"
"000002220","FBgn0034782","FBpp0291857","drosophila_melanogaster","all life"
"000002220","FBgn0034783","FBpp0071804","drosophila_melanogaster","all life"
"000002220","FBgn0034784","FBpp0309871","drosophila_melanogaster","all life"
"000002220","FBgn0034785","FBpp0292797","drosophila_melanogaster","all life"
"000002220","FBgn0038099","FBpp0289506","drosophila_melanogaster","all life"
"000002220","FBgn0038799","FBpp0083297","drosophila_melanogaster","all life"
"000002220","FBgn0039886","FBpp0085230","drosophila_melanogaster","all life"
"000002220","FBgn0050265","FBpp0071802","drosophila_melanogaster","all life"
"000002220","FBgn0050272","FBpp0071801","drosophila_melanogaster","all life"
"000002220","FBgn0058263","FBpp0290995","drosophila_melanogaster","all life"
"000002220","SPAC1002.16c","SPAC1002.16c.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPAC1039.04","SPAC1039.04.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPAC11D3.18c","SPAC11D3.18c.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPAC1B3.15c","SPAC1B3.15c.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPAC1B3.16c","SPAC1B3.16c.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPBC1683.12","SPBC1683.12.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPBC1773.15","SPBC1773.15.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPBC2G2.01c","SPBC2G2.01c.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPBC460.05","SPBC460.05.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPBPB10D8.01","SPBPB10D8.01.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPCC417.10","SPCC417.10.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPCC757.13","SPCC757.13.1:pep","schizosaccharomyces_pombe","all life"
"000002220","SPCPB1C11.03","SPCPB1C11.03.1:pep","schizosaccharomyces_pombe","all life"
"000002220","WBGene00001135","ZK512.6a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00007669","C18D1.2.1","caenorhabditis_elegans","all life"
"000002220","WBGene00008000","C38C10.2.1","caenorhabditis_elegans","all life"
"000002220","WBGene00008647","F10C2.7.1","caenorhabditis_elegans","all life"
"000002220","WBGene00008677","F11A5.9.1","caenorhabditis_elegans","all life"
"000002220","WBGene00010299","F59A1.13.1","caenorhabditis_elegans","all life"
"000002220","WBGene00010755","K10G9.1.1","caenorhabditis_elegans","all life"
"000002220","WBGene00010758","K10H10.1.1","caenorhabditis_elegans","all life"
"000002220","WBGene00010931","M162.5.1","caenorhabditis_elegans","all life"
"000002220","WBGene00011185","R10D12.1.1","caenorhabditis_elegans","all life"
"000002220","WBGene00011556","T07A5.3.1","caenorhabditis_elegans","all life"
"000002220","WBGene00011643","T09B9.2.1","caenorhabditis_elegans","all life"
"000002220","WBGene00011688","T10C6.6f.1","caenorhabditis_elegans","all life"
"000002220","WBGene00011717","T11G6.2a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00011718","T11G6.3.1","caenorhabditis_elegans","all life"
"000002220","WBGene00011719","T11G6.4.1","caenorhabditis_elegans","all life"
"000002220","WBGene00012443","Y15E3A.4.1","caenorhabditis_elegans","all life"
"000002220","WBGene00015271","C01B4.7a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00015272","C01B4.8a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00016003","C18H9.5.1","caenorhabditis_elegans","all life"
"000002220","WBGene00018429","F44E7.7a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00018473","F45E4.11.1","caenorhabditis_elegans","all life"
"000002220","WBGene00018918","F56A4.10a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00018920","F56A4.12a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00019187","H11E01.2.1","caenorhabditis_elegans","all life"
"000002220","WBGene00019655","K11G9.5.1","caenorhabditis_elegans","all life"
"000002220","WBGene00020583","T19D12.9.1","caenorhabditis_elegans","all life"
"000002220","WBGene00020584","T19D12.10.1","caenorhabditis_elegans","all life"
"000002220","WBGene00020697","T22F3.7.1","caenorhabditis_elegans","all life"
"000002220","WBGene00020698","T22F3.8.1","caenorhabditis_elegans","all life"
"000002220","WBGene00020699","T22F3.10.1","caenorhabditis_elegans","all life"
"000002220","WBGene00020700","T22F3.11.1","caenorhabditis_elegans","all life"
"000002220","WBGene00021157","Y4C6B.3a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00021158","Y4C6B.4a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00021219","Y19D10A.4a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00021220","Y19D10A.5a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00021223","Y19D10A.8a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00021226","Y19D10A.11a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00022647","ZK54.1a.1","caenorhabditis_elegans","all life"
"000002220","WBGene00022788","ZK682.2.1","caenorhabditis_elegans","all life"
"000002220","YAL067C","YAL067C","saccharomyces_cerevisiae","all life"
"000002220","YCR028C","YCR028C","saccharomyces_cerevisiae","all life"
"000002220","YGR065C","YGR065C","saccharomyces_cerevisiae","all life"
"000002220","YGR260W","YGR260W","saccharomyces_cerevisiae","all life"
"000002220","YIL166C","YIL166C","saccharomyces_cerevisiae","all life"
"000002220","YJR152W","YJR152W","saccharomyces_cerevisiae","all life"
"000002220","YLL055W","YLL055W","saccharomyces_cerevisiae","all life"
"000002220","YLR004C","YLR004C","saccharomyces_cerevisiae","all life"
"000002220","YOL162W","YOL162W","saccharomyces_cerevisiae","all life"
"000002220","YOL163W","YOL163W","saccharomyces_cerevisiae","all life"
"000002220","b2240","AAC75300","escherichia_coli","all life"
"000002220","b2246","AAC75306","escherichia_coli","all life"
"000002220","b2789","AAC75831","escherichia_coli","all life"
"000002220","b3093","AAC76128","escherichia_coli","all life"
"000002220","b3127","AAC76161","escherichia_coli","all life"
"000002220","b3666","AAC76689","escherichia_coli","all life"
"000002220","b3667","AAC76690","escherichia_coli","all life"
"000002220","b3691","AAC76714","escherichia_coli","all life"
"000002220","b4356","AAC77312","escherichia_coli","all life"
"000050947","AT3G48780","AT3G48780.2","arabidopsis_thaliana","all life"
"000050947","AT3G48790","AT3G48790.1","arabidopsis_thaliana","all life"
"000050947","AT5G04620","AT5G04620.2","arabidopsis_thaliana","all life"
"000050947","AT5G23670","AT5G23670.1","arabidopsis_thaliana","all life"
"000050947","ENSDARG00000038643","ENSDARP00000056419","danio_rerio","all life"
"000050947","ENSG00000158578","ENSP00000497236","homo_sapiens","all life"
"000050947","ENSG00000172296","ENSP00000381968","homo_sapiens","all life"
"000050947","ENSMUSG00000025270","ENSMUSP00000066040","mus_musculus","all life"
"000050947","FBgn0002524","FBpp0080297","drosophila_melanogaster","all life"
"000050947","FBgn0020764","FBpp0072060","drosophila_melanogaster","all life"
"000050947","SPAC21E11.08","SPAC21E11.08.1:pep","schizosaccharomyces_pombe","all life"
"000050947","SPAC2F3.09","SPAC2F3.09.1:pep","schizosaccharomyces_pombe","all life"
"000050947","WBGene00018398","F43H9.2b.1","caenorhabditis_elegans","all life"
"000050947","YDR062W","YDR062W","saccharomyces_cerevisiae","all life"
"000050947","YDR232W","YDR232W","saccharomyces_cerevisiae","all life"
"000050947","b0776","AAC73863","escherichia_coli","all life"
"000050998","AT1G05940","AT1G05940.1","arabidopsis_thaliana","all life"
"000050998","AT1G17120","AT1G17120.1","arabidopsis_thaliana","all life"
"000050998","AT1G31820","AT1G31820.1","arabidopsis_thaliana","all life"
"000050998","AT1G31830","AT1G31830.1","arabidopsis_thaliana","all life"
"000050998","AT2G01170","AT2G01170.1","arabidopsis_thaliana","all life"
"000050998","AT2G34960","AT2G34960.1","arabidopsis_thaliana","all life"
"000050998","AT3G10600","AT3G10600.1","arabidopsis_thaliana","all life"
"000050998","AT3G13620","AT3G13620.1","arabidopsis_thaliana","all life"
"000050998","AT3G19553","AT3G19553.1","arabidopsis_thaliana","all life"
"000050998","AT4G21120","AT4G21120.1","arabidopsis_thaliana","all life"
"000050998","AT5G04770","AT5G04770.1","arabidopsis_thaliana","all life"
"000050998","AT5G05630","AT5G05630.1","arabidopsis_thaliana","all life"
"000050998","ENSDARG00000020645","ENSDARP00000043726","danio_rerio","all life"
"000050998","ENSDARG00000061566","ENSDARP00000082351","danio_rerio","all life"
"000050998","ENSG00000165349","ENSP00000363417","homo_sapiens","all life"
"000050998","ENSMUSG00000031297","ENSMUSP00000109339","mus_musculus","all life"
"000050998","FBgn0028425","FBpp0312092","drosophila_melanogaster","all life"
"000050998","FBgn0032911","FBpp0303023","drosophila_melanogaster","all life"
"000050998","SPAC1039.01","SPAC1039.01.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPAC1039.09","SPAC1039.09.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPAC11D3.08c","SPAC11D3.08c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPAC869.10c","SPAC869.10c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPAC869.11","SPAC869.11.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPAC9.10","SPAC9.10.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPAP7G5.06","SPAP7G5.06.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPAPB24D3.02c","SPAPB24D3.02c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPBC15C4.04c","SPBC15C4.04c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPBC1652.02","SPBC1652.02.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPBC19F8.06c","SPBC19F8.06c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPBC359.01","SPBC359.01.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPBC359.03c","SPBC359.03c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPBC460.01c","SPBC460.01c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPBPB2B2.01","SPBPB2B2.01.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPCC584.13","SPCC584.13.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPCC74.04","SPCC74.04.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPCC777.04","SPCC777.04.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPCC794.03","SPCC794.03.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPCC965.11c","SPCC965.11c.1:pep","schizosaccharomyces_pombe","all life"
"000050998","SPCPB1C11.02","SPCPB1C11.02.1:pep","schizosaccharomyces_pombe","all life"
"000050998","WBGene00000005","T13A10.10a.1","caenorhabditis_elegans","all life"
"000050998","WBGene00000007","T11F9.4a.1","caenorhabditis_elegans","all life"
"000050998","WBGene00000010","Y53H1C.1a.1","caenorhabditis_elegans","all life"
"000050998","WBGene00013159","Y53F4B.12b.1","caenorhabditis_elegans","all life"
"000050998","WBGene00015197","B0454.6.1","caenorhabditis_elegans","all life"
"000050998","WBGene00017747","F23F1.6.1","caenorhabditis_elegans","all life"
"000050998","YBR068C","YBR068C","saccharomyces_cerevisiae","all life"
"000050998","YBR132C","YBR132C","saccharomyces_cerevisiae","all life"
"000050998","YCL025C","YCL025C","saccharomyces_cerevisiae","all life"
"000050998","YDL210W","YDL210W","saccharomyces_cerevisiae","all life"
"000050998","YDR046C","YDR046C","saccharomyces_cerevisiae","all life"
"000050998","YDR508C","YDR508C","saccharomyces_cerevisiae","all life"
"000050998","YEL063C","YEL063C","saccharomyces_cerevisiae","all life"
"000050998","YFL055W","YFL055W","saccharomyces_cerevisiae","all life"
"000050998","YGR055W","YGR055W","saccharomyces_cerevisiae","all life"
"000050998","YHL036W","YHL036W","saccharomyces_cerevisiae","all life"
"000050998","YKL174C","YKL174C","saccharomyces_cerevisiae","all life"
"000050998","YKR039W","YKR039W","saccharomyces_cerevisiae","all life"
"000050998","YLL061W","YLL061W","saccharomyces_cerevisiae","all life"
"000050998","YNL270C","YNL270C","saccharomyces_cerevisiae","all life"
"000050998","YOR348C","YOR348C","saccharomyces_cerevisiae","all life"
"000050998","YPL265W","YPL265W","saccharomyces_cerevisiae","all life"
"000050998","YPL274W","YPL274W","saccharomyces_cerevisiae","all life"
"000050998","b0112","AAC73223","escherichia_coli","all life"
"000050998","b0260","AAC73363","escherichia_coli","all life"
"000050998","b0402","AAC73505","escherichia_coli","all life"
"000050998","b0486","AAC73588","escherichia_coli","all life"
"000050998","b0576","AAC73677","escherichia_coli","all life"
"000050998","b0692","AAC73786","escherichia_coli","all life"
"000050998","b0899","AAC73985","escherichia_coli","all life"
"000050998","b1296","AAC74378","escherichia_coli","all life"
"000050998","b1453","AAC74535","escherichia_coli","all life"
"000050998","b1492","AAC74565","escherichia_coli","all life"
"000050998","b1605","AAC74677","escherichia_coli","all life"
"000050998","b2014","AAC75075","escherichia_coli","all life"
"000050998","b2156","AAC75217","escherichia_coli","all life"
"000050998","b2663","AAC75710","escherichia_coli","all life"
"000050998","b3078","AAT48165","escherichia_coli","all life"
"000050998","b3370","AAC76395","escherichia_coli","all life"
"000050998","b3795","AAT48216","escherichia_coli","all life"
"000050998","b4115","AAC77076","escherichia_coli","all life"
"000050998","b4132","AAC77093","escherichia_coli","all life"
"000050998","b4141","AAC77101","escherichia_coli","all life"
"000050998","b4156","AAC77116","escherichia_coli","all life"
"000050998","b4208","AAC77165","escherichia_coli","all life"
"000051040","AT1G67500","AT1G67500.2","arabidopsis_thaliana","all life"
"000051040","ENSDARG00000029296","ENSDARP00000136265","danio_rerio","all life"
"000051040","ENSDARG00000089271","ENSDARP00000124065","danio_rerio","all life"
"000051040","ENSG00000050030","ENSP00000055682","homo_sapiens","all life"
"000051040","ENSG00000101868","ENSP00000368358","homo_sapiens","all life"
"000051040","ENSMUSG00000046449","ENSMUSP00000085187","mus_musculus","all life"
"000051040","FBgn0002891","FBpp0087907","drosophila_melanogaster","all life"
"000051040","SPAC688.10","SPAC688.10.1:pep","schizosaccharomyces_pombe","all life"
"000051040","WBGene00021344","Y37B11A.2a.1","caenorhabditis_elegans","all life"
"000051040","YPL167C","YPL167C","saccharomyces_cerevisiae","all life"
"000051040","b0060","AAC73171","escherichia_coli","all life"
"000051042","AT2G01460","AT2G01460.1","arabidopsis_thaliana","all life"
"000051042","ENSDARG00000035549","ENSDARP00000051528","danio_rerio","all life"
"000051042","ENSG00000094841","ENSP00000362481","homo_sapiens","all life"
"000051042","ENSG00000198276","ENSP00000346155","homo_sapiens","all life"
"000051042","ENSMUSG00000073016","ENSMUSP00000085175","mus_musculus","all life"
"000051042","FBgn0035639","FBpp0302671","drosophila_melanogaster","all life"
"000051042","SPAC1002.17c","SPAC1002.17c.1:pep","schizosaccharomyces_pombe","all life"
"000051042","WBGene00008131","C47B2.2.1","caenorhabditis_elegans","all life"
"000051042","YNR012W","YNR012W","saccharomyces_cerevisiae","all life"
"000051042","b3355","AAC76380","escherichia_coli","all life"
"000051051","AT1G07670","AT1G07670.2","arabidopsis_thaliana","all life"
"000051051","AT1G07810","AT1G07810.1","arabidopsis_thaliana","all life"
"000051051","AT1G10130","AT1G10130.1","arabidopsis_thaliana","all life"
"000051051","AT1G17260","AT1G17260.1","arabidopsis_thaliana","all life"
"000051051","AT1G27770","AT1G27770.1","arabidopsis_thaliana","all life"
"000051051","AT1G63440","AT1G63440.1","arabidopsis_thaliana","all life"
"000051051","AT1G80660","AT1G80660.1","arabidopsis_thaliana","all life"
"000051051","AT2G07560","AT2G07560.1","arabidopsis_thaliana","all life"
"000051051","AT2G18960","AT2G18960.1","arabidopsis_thaliana","all life"
"000051051","AT2G19110","AT2G19110.2","arabidopsis_thaliana","all life"
"000051051","AT2G22950","AT2G22950.1","arabidopsis_thaliana","all life"
"000051051","AT2G24520","AT2G24520.2","arabidopsis_thaliana","all life"
"000051051","AT2G41560","AT2G41560.1","arabidopsis_thaliana","all life"
"000051051","AT3G42640","AT3G42640.1","arabidopsis_thaliana","all life"
"000051051","AT3G47950","AT3G47950.1","arabidopsis_thaliana","all life"
"000051051","AT3G57330","AT3G57330.1","arabidopsis_thaliana","all life"
"000051051","AT3G60330","AT3G60330.4","arabidopsis_thaliana","all life"
"000051051","AT4G00900","AT4G00900.1","arabidopsis_thaliana","all life"
"000051051","AT4G11730","AT4G11730.1","arabidopsis_thaliana","all life"
"000051051","AT4G30120","AT4G30120.1","arabidopsis_thaliana","all life"
"000051051","AT4G30190","AT4G30190.2","arabidopsis_thaliana","all life"
"000051051","AT4G33520","AT4G33520.2","arabidopsis_thaliana","all life"
"000051051","AT4G37270","AT4G37270.1","arabidopsis_thaliana","all life"
"000051051","AT4G37640","AT4G37640.1","arabidopsis_thaliana","all life"
"000051051","AT5G21930","AT5G21930.1","arabidopsis_thaliana","all life"
"000051051","AT5G57350","AT5G57350.1","arabidopsis_thaliana","all life"
"000051051","AT5G62670","AT5G62670.1","arabidopsis_thaliana","all life"
"000051051","ENSDARG00000003699","ENSDARP00000054976","danio_rerio","all life"
"000051051","ENSG00000165240","ENSP00000345728","homo_sapiens","all life"
"000051051","ENSMUSG00000033792","ENSMUSP00000058840","mus_musculus","all life"
"000051051","FBgn0002921","FBpp0088502","drosophila_melanogaster","all life"
"000051051","FBgn0266432","FBpp0310795","drosophila_melanogaster","all life"
"000051051","FBgn0266433","FBpp0310793","drosophila_melanogaster","all life"
"000051051","SPAC1071.10c","SPAC1071.10c.1:pep","schizosaccharomyces_pombe","all life"
"000051051","SPBC839.06","SPBC839.06.1:pep","schizosaccharomyces_pombe","all life"
"000051051","SPCC1020.01c","SPCC1020.01c.1:pep","schizosaccharomyces_pombe","all life"
"000051051","WBGene00003153","Y67D8C.10b.1","caenorhabditis_elegans","all life"
"000051051","WBGene00007248","C01G12.8.1","caenorhabditis_elegans","all life"
"000051051","WBGene00013672","Y105E8A.12a.1","caenorhabditis_elegans","all life"
"000051051","WBGene00015338","C02E7.1a.1","caenorhabditis_elegans","all life"
"000051051","WBGene00015660","C09H5.2a.1","caenorhabditis_elegans","all life"
"000051051","WBGene00019875","R05C11.3.1","caenorhabditis_elegans","all life"
"000051051","YBR295W","YBR295W","saccharomyces_cerevisiae","all life"
"000051051","YDR038C","YDR038C","saccharomyces_cerevisiae","all life"
"000051051","YDR039C","YDR039C","saccharomyces_cerevisiae","all life"
"000051051","YDR040C","YDR040C","saccharomyces_cerevisiae","all life"
"000051051","YGL008C","YGL008C","saccharomyces_cerevisiae","all life"
"000051051","YPL036W","YPL036W","saccharomyces_cerevisiae","all life"
"000051051","b3469","AAC76494","escherichia_coli","all life"
"000051051","b4242","AAC77199","escherichia_coli","all life"
"000051052","AT1G56190","AT1G56190.1","arabidopsis_thaliana","all life"
"000051052","AT1G79550","AT1G79550.2","arabidopsis_thaliana","all life"
"000051052","AT3G12780","AT3G12780.1","arabidopsis_thaliana","all life"
"000051052","ENSDARG00000054191","ENSDARP00000070807","danio_rerio","all life"
"000051052","ENSG00000102144","ENSP00000362413","homo_sapiens","all life"
"000051052","ENSMUSG00000062070","ENSMUSP00000080302","mus_musculus","all life"
"000051052","FBgn0250906","FBpp0306279","drosophila_melanogaster","all life"
"000051052","SPBC14F5.04c","SPBC14F5.04c.1:pep","schizosaccharomyces_pombe","all life"
"000051052","WBGene00020185","T03F1.3.1","caenorhabditis_elegans","all life"
"000051052","YCR012W","YCR012W","saccharomyces_cerevisiae","all life"
"000051052","b2926","AAC75963","escherichia_coli","all life"
"000051177","AT1G20480","AT1G20480.1","arabidopsis_thaliana","all life"
"000051177","AT1G20490","AT1G20490.2","arabidopsis_thaliana","all life"
"000051177","AT1G20500","AT1G20500.1","arabidopsis_thaliana","all life"
"000051177","AT1G20510","AT1G20510.1","arabidopsis_thaliana","all life"
"000051177","AT1G49430","AT1G49430.1","arabidopsis_thaliana","all life"
"000051177","AT1G51680","AT1G51680.1","arabidopsis_thaliana","all life"
"000051177","AT1G62940","AT1G62940.1","arabidopsis_thaliana","all life"
"000051177","AT1G64400","AT1G64400.1","arabidopsis_thaliana","all life"
"000051177","AT1G65060","AT1G65060.1","arabidopsis_thaliana","all life"
"000051177","AT1G77590","AT1G77590.1","arabidopsis_thaliana","all life"
"000051177","AT2G04350","AT2G04350.1","arabidopsis_thaliana","all life"
"000051177","AT2G47240","AT2G47240.2","arabidopsis_thaliana","all life"
"000051177","AT2G47245","AT2G47245.1","arabidopsis_thaliana","all life"
"000051177","AT3G05970","AT3G05970.1","arabidopsis_thaliana","all life"
"000051177","AT3G21230","AT3G21230.1","arabidopsis_thaliana","all life"
"000051177","AT3G21240","AT3G21240.1","arabidopsis_thaliana","all life"
"000051177","AT3G23790","AT3G23790.1","arabidopsis_thaliana","all life"
"000051177","AT4G05160","AT4G05160.1","arabidopsis_thaliana","all life"
"000051177","AT4G11030","AT4G11030.1","arabidopsis_thaliana","all life"
"000051177","AT4G14070","AT4G14070.1","arabidopsis_thaliana","all life"
"000051177","AT4G19010","AT4G19010.1","arabidopsis_thaliana","all life"
"000051177","AT4G23850","AT4G23850.1","arabidopsis_thaliana","all life"
"000051177","AT5G27600","AT5G27600.1","arabidopsis_thaliana","all life"
"000051177","AT5G35930","AT5G35930.4","arabidopsis_thaliana","all life"
"000051177","AT5G38120","AT5G38120.1","arabidopsis_thaliana","all life"
"000051177","AT5G63380","AT5G63380.1","arabidopsis_thaliana","all life"
"000051177","ENSDARG00000004078","ENSDARP00000010373","danio_rerio","all life"
"000051177","ENSDARG00000010752","ENSDARP00000015290","danio_rerio","all life"
"000051177","ENSG00000068366","ENSP00000339787","homo_sapiens","all life"
"000051177","ENSMUSG00000031278","ENSMUSP00000033634","mus_musculus","all life"
"000051177","FBgn0000527","FBpp0083505","drosophila_melanogaster","all life"
"000051177","FBgn0027348","FBpp0080167","drosophila_melanogaster","all life"
"000051177","FBgn0027601","FBpp0292386","drosophila_melanogaster","all life"
"000051177","FBgn0033733","FBpp0087065","drosophila_melanogaster","all life"
"000051177","FBgn0034552","FBpp0071489","drosophila_melanogaster","all life"
"000051177","FBgn0034553","FBpp0071488","drosophila_melanogaster","all life"
"000051177","FBgn0034999","FBpp0072175","drosophila_melanogaster","all life"
"000051177","FBgn0035006","FBpp0072262","drosophila_melanogaster","all life"
"000051177","FBgn0035641","FBpp0076733","drosophila_melanogaster","all life"
"000051177","FBgn0035642","FBpp0290125","drosophila_melanogaster","all life"
"000051177","FBgn0037996","FBpp0082094","drosophila_melanogaster","all life"
"000051177","FBgn0038730","FBpp0083209","drosophila_melanogaster","all life"
